Date,Sulfur Dioxide AQI Value,Main Pollutant,Site Name,Site ID,Source,,,,,,,,
11/17/2015,9,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
11/18/2015,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
11/19/2015,1,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
11/20/2015,6,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
11/21/2015,11,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
11/22/2015,1,,Lums Pond,10-003-1007,AQS,,,,,,,,
11/23/2015,6,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
11/24/2015,9,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
11/25/2015,13,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
11/26/2015,3,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
11/27/2015,7,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
11/28/2015,4,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
11/29/2015,4,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
11/30/2015,3,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
12/01/2015,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
12/02/2015,3,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
12/03/2015,3,,Lums Pond,10-003-1007,AQS,,,,,,,,
12/04/2015,4,,Lums Pond,10-003-1007,AQS,,,,,,,,
12/05/2015,10,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
12/06/2015,17,,Lums Pond,10-003-1007,AQS,,,,,,,,
12/07/2015,9,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
12/08/2015,10,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
12/09/2015,10,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
12/10/2015,6,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
12/11/2015,6,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
12/12/2015,10,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
12/13/2015,10,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
12/14/2015,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
12/15/2015,3,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
12/16/2015,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
12/17/2015,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
12/18/2015,3,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
12/19/2015,6,,Camden Spruce Street,34-007-0002,AQS,,,,,,,,
12/20/2015,13,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
12/21/2015,26,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
12/22/2015,30,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
12/23/2015,6,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
12/24/2015,4,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
12/25/2015,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
12/26/2015,9,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
12/27/2015,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
12/28/2015,7,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
12/29/2015,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
12/30/2015,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
12/31/2015,1,,Lums Pond,10-003-1007,AQS,,,,,,,,
01/01/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
01/02/2016,6,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
01/03/2016,7,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
01/04/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
01/05/2016,13,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
01/06/2016,27,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
01/07/2016,17,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
01/08/2016,9,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
01/09/2016,4,,"BELLEVUE STATE PARK, FIELD IN SE PORTION OF PARK",10-003-1013,AQS,,,,,,,,
01/10/2016,3,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
01/11/2016,10,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
01/12/2016,9,,Camden Spruce Street,34-007-0002,AQS,,,,,,,,
01/13/2016,4,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
01/14/2016,9,,Lums Pond,10-003-1007,AQS,,,,,,,,
01/15/2016,10,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
01/16/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
01/17/2016,4,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
01/18/2016,3,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
01/19/2016,4,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
01/20/2016,7,,Lums Pond,10-003-1007,AQS,,,,,,,,
01/21/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
01/22/2016,6,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
01/23/2016,1,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
01/24/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
01/25/2016,13,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
01/26/2016,24,,"BELLEVUE STATE PARK, FIELD IN SE PORTION OF PARK",10-003-1013,AQS,,,,,,,,
01/27/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
01/28/2016,13,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
01/29/2016,20,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
01/30/2016,11,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
01/31/2016,19,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
02/01/2016,26,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
02/02/2016,4,,"BELLEVUE STATE PARK, FIELD IN SE PORTION OF PARK",10-003-1013,AQS,,,,,,,,
02/03/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
02/04/2016,17,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
02/05/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
02/06/2016,9,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
02/07/2016,7,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
02/08/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
02/09/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
02/10/2016,4,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
02/11/2016,4,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
02/12/2016,3,,Lums Pond,10-003-1007,AQS,,,,,,,,
02/13/2016,4,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
02/14/2016,10,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
02/15/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
02/16/2016,6,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
02/17/2016,4,,Lums Pond,10-003-1007,AQS,,,,,,,,
02/18/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
02/19/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
02/20/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
02/21/2016,9,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
02/22/2016,6,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
02/23/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
02/24/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
02/25/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
02/26/2016,6,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
02/27/2016,7,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
02/28/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
02/29/2016,4,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
03/01/2016,7,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
03/02/2016,4,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/03/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
03/04/2016,3,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
03/05/2016,4,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
03/06/2016,6,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
03/07/2016,6,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
03/08/2016,10,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
03/09/2016,26,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/10/2016,27,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
03/11/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
03/12/2016,7,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
03/13/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
03/14/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
03/15/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
03/16/2016,9,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
03/17/2016,9,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/18/2016,17,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
03/19/2016,4,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
03/20/2016,9,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
03/21/2016,4,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
03/22/2016,7,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
03/23/2016,10,,Lums Pond,10-003-1007,AQS,,,,,,,,
03/24/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
03/25/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
03/26/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
03/27/2016,9,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
03/28/2016,7,,Camden Spruce Street,34-007-0002,AQS,,,,,,,,
03/29/2016,3,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
03/30/2016,10,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
03/31/2016,4,,"BELLEVUE STATE PARK, FIELD IN SE PORTION OF PARK",10-003-1013,AQS,,,,,,,,
04/01/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/02/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/03/2016,4,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
04/04/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/05/2016,3,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/06/2016,7,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/07/2016,6,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/08/2016,4,,Camden Spruce Street,34-007-0002,AQS,,,,,,,,
04/09/2016,6,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/10/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/11/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/12/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/13/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/14/2016,6,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
04/15/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/16/2016,13,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
04/17/2016,4,,"BELLEVUE STATE PARK, FIELD IN SE PORTION OF PARK",10-003-1013,AQS,,,,,,,,
04/18/2016,6,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
04/19/2016,7,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/20/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/21/2016,37,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/22/2016,76,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
04/23/2016,7,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
04/24/2016,4,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
04/25/2016,6,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
04/26/2016,7,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
04/27/2016,11,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/28/2016,7,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/29/2016,6,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
04/30/2016,9,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
05/01/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
05/02/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
05/03/2016,6,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
05/04/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
05/05/2016,3,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/06/2016,3,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
05/07/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/08/2016,4,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/09/2016,7,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/10/2016,7,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
05/11/2016,9,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/12/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/13/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/14/2016,7,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/15/2016,3,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
05/16/2016,7,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/17/2016,9,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/18/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
05/19/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/20/2016,6,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
05/21/2016,4,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/22/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/23/2016,6,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
05/24/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/25/2016,10,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/26/2016,13,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/27/2016,7,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/28/2016,9,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/29/2016,7,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/30/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
05/31/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
06/01/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
06/02/2016,4,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
06/03/2016,4,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
06/04/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
06/05/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
06/06/2016,3,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
06/07/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
06/08/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
06/09/2016,4,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
06/10/2016,4,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
06/11/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
06/12/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
06/13/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
06/14/2016,3,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
06/15/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
06/16/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
06/17/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
06/18/2016,9,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
06/19/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
06/20/2016,7,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
06/21/2016,7,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
06/22/2016,10,,Camden Spruce Street,34-007-0002,AQS,,,,,,,,
06/23/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
06/24/2016,3,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
06/25/2016,1,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
06/26/2016,14,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
06/27/2016,14,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
06/28/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
06/29/2016,4,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
06/30/2016,3,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
07/01/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
07/02/2016,1,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
07/03/2016,4,,A420170012LAT/LONG POINT IS OF SAMPLING INLET,42-017-0012,AQS,,,,,,,,
07/04/2016,6,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
07/05/2016,4,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
07/06/2016,7,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
07/07/2016,9,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
07/08/2016,9,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
07/09/2016,1,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
07/10/2016,4,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
07/11/2016,3,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
07/12/2016,4,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
07/13/2016,3,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
07/14/2016,3,,A420450002LAT/LON POINT IS OF CORNER OF TRAILER,42-045-0002,AQS,,,,,,,,
07/15/2016,4,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
07/16/2016,7,,Camden Spruce Street,34-007-0002,AQS,,,,,,,,
07/17/2016,3,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
07/18/2016,13,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/19/2016,1,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
07/20/2016,1,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
07/21/2016,4,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/22/2016,26,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/23/2016,3,,North East Waste (NEW),42-101-0048,AQS,,,,,,,,
07/24/2016,4,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
07/25/2016,4,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
07/26/2016,3,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
07/27/2016,3,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
07/28/2016,4,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
07/29/2016,3,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
07/30/2016,4,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
07/31/2016,3,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
08/01/2016,1,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
08/02/2016,3,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
08/03/2016,3,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
08/04/2016,11,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
08/05/2016,10,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
08/06/2016,3,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
08/07/2016,3,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
08/08/2016,4,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
08/09/2016,7,,MLK  CORNER OF MLK BLVD AND JUSTISON ST,10-003-2004,AQS,,,,,,,,
08/10/2016,3,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
08/11/2016,3,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
08/12/2016,3,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
08/13/2016,3,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
08/14/2016,3,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
08/15/2016,1,,Route 9 Delaware City,10-003-1008,AQS,,,,,,,,
08/16/2016,4,,Ritner (RIT),42-101-0055,AQS,,,,,,,,
08/17/2016,3,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
08/18/2016,1,,A420910013LAT/LON POINT IS OF CORNER OF TRAILER,42-091-0013,AQS,,,,,,,,
